Rank	Time	Wind	First.Name	Last.Name	Country	Birthdate	Race	Location	Date
579	550	10.96	1.2	Chryste	Gaines	USA	14.09.70	1s1	NewOrleans	19.06.1998
580	550	10.96	-0.5	Chandra	Sturrup	BAH	12.09.71	1h1	Nassau	18.06.1999
581	550	10.96	1.0	Eldece	Clarke-Lewis	BAH	13.02.65	1	Fort-de-France	29.04.2000
582	550	10.96	0.1	Debbie	Ferguson-McKenzie	BAH	16.01.76	2	Nassau	21.07.2000
583	550	10.96	-1.2	Inger	Miller	USA	12.06.72	2rA	Zurich	11.08.2000
584	550	10.96	0.5	Zhanna	Block	UKR	06.07.72	1	Saint-Denis	06.07.2001
585	550	10.96	0.1	Ekaterini	Thanou	GRE	01.02.75	2	Bruxelles	24.08.2001
586	550	10.96	0.7	Chryste	Gaines	USA	14.09.70	1s1	PaloAlto	21.06.2002
587	550	10.96	0.4	Muriel	Hurtis	FRA	25.03.79	1	Annecy	22.06.2002
588	550	10.96	0.3	Chandra	Sturrup	BAH	12.09.71	1	Oslo	27.06.2003
589	550	10.96	-0.1	Lauryn	Williams	USA	11.09.83	2	Athinai	21.08.2004
590	550	10.96	-0.3	Veronica	Campbell-Brown	JAM	16.05.82	1	Carson	22.05.2005
591	550	10.96	0.4	Christine	Arron	FRA	13.09.73	1s1	Helsinki	08.08.2005
592	550	10.96	1.2	Torri	Edwards	USA	31.01.77	2	NewYorkCity	02.06.2007
593	550	10.96	0.9	Kerron	Stewart	JAM	16.04.84	1	Kingston	03.05.2008
594	550	10.96	1.0	Allyson	Felix	USA	18.11.85	5	Eugene	28.06.2008
595	550	10.96	0.9	Carmelita	Jeter	USA	24.11.79	1r1	Walnut	18.04.2009
596	550	10.96	0.4	Veronica	Campbell-Brown	JAM	16.05.82	1	Athinai	13.07.2009
597	550	10.96	1.4	Kerron	Stewart	JAM	16.04.84	2	Kingston	01.05.2010
598	550	10.96	0.8	Ivet	Lalova-Collio	BUL	18.05.84	1r1	Sliven	02.07.2011
599	550	10.96	1.9	Kimberlyn	Duncan	USA	02.08.91	1	BatonRouge	13.05.2012
600	550	10.96	1.4	Tianna	Bartoletta	USA	30.08.85	1s3	Eugene	23.06.2012
601	550	10.96	0.9	Tianna	Bartoletta	USA	30.08.85	2	Eugene	23.06.2012
602	550	10.96	0.0	Blessing	Okagbare	NGR	10.09.88	1	Monaco	20.07.2012
603	550	10.96	0.4	Kelly-Ann	Baptiste	TTO	14.10.86	1h1	London	03.08.2012
604	550	10.96	0.9	English	Gardner	USA	22.04.92	1	Eugene	07.06.2013
605	550	10.96	0.9	Kerron	Stewart	JAM	16.04.84	1	Kingston	21.06.2013
606	550	10.96	2.0	Aurieyall	Scott	USA	18.05.92	2s1	DesMoines	21.06.2013
607	550	10.96	-0.4	Veronica	Campbell-Brown	JAM	16.05.82	1	Kingston	27.06.2014
608	550	10.96	0.8	Veronica	Campbell-Brown	JAM	16.05.82	2	Monaco	18.07.2014
609	550	10.96	1.2	Jenna	Prandini	USA	20.11.92	6	Eugene	26.06.2015
610	550	10.96	0.9	Natasha	Morrison	JAM	17.11.92	3s2	Beijing	24.08.2015
611	550	10.96	1.0	Jenna	Prandini	USA	20.11.92	5	Eugene	03.07.2016
612	550	10.96	-1.0	Dafne	Schippers	NED	15.06.92	1s1	Amsterdam	08.07.2016
613	550	10.96	-1.3	Marie-Josee	TaLou	CIV	18.11.88	1h2	London	23.07.2016
614	550	10.96	-0.7	Marie-Josee	TaLou	CIV	18.11.88	1	London	23.07.2016
615	550	10.96	-0.3	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1h4	RiodeJaneiro	12.08.2016
616	550	10.96	1.0	Christania	Williams	JAM	17.10.94	3s1	RiodeJaneiro	13.08.2016
617	550	10.96	0.3	Mikiah	Brisco	USA	14.07.96	1rA	Eugene	10.06.2017
618	550	10.96	0.1	Marie-Josee	TaLou	CIV	18.11.88	2	Paris	01.07.2017
619	550	10.96	-0.4	Dafne	Schippers	NED	15.06.92	1h2	London	09.07.2017
620	550	10.96	0.1	Dafne	Schippers	NED	15.06.92	3	London	06.08.2017
621	621	10.97	0.8	Marlies	Gohr	GDR	21.03.58	1	Dresden	13.06.1979
622	621	10.97	0.9	Evelyn	Ashford	USA	15.04.57	1s1	Walnut	16.06.1979
623	621	10.97	-1.0	Evelyn	Ashford	USA	15.04.57	1r1	SanDiego	08.03.1982
624	621	10.97	1.5	Marlies	Gohr	GDR	21.03.58	1	Tokyo	24.09.1982
625	621	10.97	-0.5	Marlies	Gohr	GDR	21.03.58	1	Helsinki	08.08.1983
626	621	10.97	-1.2	Evelyn	Ashford	USA	15.04.57	1	LosAngeles	05.08.1984
627	621	10.97	-0.8	Marlies	Gohr	GDR	21.03.58	1	Tokyo	14.09.1984
628	621	10.97	-0.3	Marita	Koch	GDR	18.02.57	2	Leipzig	09.08.1985
629	621	10.97	1.9	Heike	Drechsler	GER	16.12.64	1	Potsdam	11.06.1986
630	621	10.97	0.8	Merlene	Ottey	JAM	10.05.60	1	Lausanne	15.09.1987
631	621	10.97	0.0	Gail	Devers	USA	19.11.66	3q1	Indianapolis	16.07.1988
632	621	10.97	0.9	Merlene	Ottey	JAM	10.05.60	1	Hengelo	12.08.1990
633	621	10.97	-0.1	Gwen	Torrence	USA	12.06.65	1	Koln	08.09.1991
634	621	10.97	-0.5	Gwen	Torrence	USA	12.06.65	1	NewOrleans	20.06.1992
635	621	10.97	1.5	Gwen	Torrence	USA	12.06.65	3	Lausanne	07.07.1993
636	621	10.97	0.2	Mary	Onyali	NGR	03.02.68	1q2	Stuttgart	15.08.1993
637	621	10.97	1.1	D'Andre	Hill	USA	19.04.73	1s1	Atlanta	15.06.1996
638	621	10.97	-0.3	Gwen	Torrence	USA	12.06.65	1	Lausanne	03.07.1996
639	621	10.97	0.4	Gwen	Torrence	USA	12.06.65	2s1	Atlanta	27.07.1996
640	621	10.97	-1.1	Marion	Jones	USA	12.10.75	1	Indianapolis	13.06.1997
641	621	10.97	-1.2	Marion	Jones	USA	12.10.75	2rA	Zurich	13.08.1997
642	621	10.97	1.1	Debbie	Ferguson-McKenzie	BAH	16.01.76	2	Stockholm	05.08.1998
643	621	10.97	1.1	Chandra	Sturrup	BAH	12.09.71	2	Johannesburg	12.09.1998
644	621	10.97	0.5	Christine	Arron	FRA	13.09.73	1	Paris	19.06.1999
645	621	10.97	0.0	Zhanna	Block	UKR	06.07.72	1	Saint-Denis	03.07.1999
646	621	10.97	-0.1	Christine	Arron	FRA	13.09.73	6	Sevilla	22.08.1999
647	621	10.97	1.7	Chryste	Gaines	USA	14.09.70	1r1	Athinai	28.06.2000
648	621	10.97	0.1	Pauline	Davis-Thompson	BAH	09.07.66	3	Nassau	21.07.2000
649	621	10.97	1.1	Inger	Miller	USA	12.06.72	2	London	05.08.2000
650	621	10.97	-1.3	Ekaterini	Thanou	GRE	01.02.75	1q4	Edmonton	05.08.2001
651	621	10.97	0.0	Zhanna	Block	UKR	06.07.72	1	Poznan	18.08.2002
652	621	10.97	1.4	Debbie	Ferguson-McKenzie	BAH	16.01.76	1	Paris	14.09.2002
653	621	10.97	1.2	Debbie	Ferguson-McKenzie	BAH	16.01.76	1	Durban	11.04.2003
654	621	10.97	-0.1	Chandra	Sturrup	BAH	12.09.71	2rA	Zurich	15.08.2003
655	621	10.97	1.0	Lauryn	Williams	USA	11.09.83	1	Austin	11.06.2004
656	621	10.97	0.1	LaTasha	Colander	USA	23.08.76	1	Sacramento	10.07.2004
657	621	10.97	-0.1	Veronica	Campbell-Brown	JAM	16.05.82	3	Athinai	21.08.2004
658	621	10.97	0.4	Veronica	Campbell-Brown	JAM	16.05.82	1	Kingston	25.06.2005
659	621	10.97	0.4	Sherone	Simpson	JAM	12.08.84	2	Kingston	25.06.2005
660	621	10.97	0.4	Chandra	Sturrup	BAH	12.09.71	3	Zurich	19.08.2005
661	621	10.97	0.3	Christine	Arron	FRA	13.09.73	1	Bruxelles	26.08.2005
662	621	10.97	0.1	Sherone	Simpson	JAM	12.08.84	1	Athinai	16.09.2006
663	621	10.97	-0.7	Sanya	Richards-Ross	USA	26.02.85	2rA	Shanghai	28.09.2007
664	621	10.97	0.9	Muna	Lee	USA	30.10.81	3rA	NewYorkCity	31.05.2008
665	621	10.97	0.7	Carmelita	Jeter	USA	24.11.79	1q2	Eugene	27.06.2008
666	621	10.97	1.8	Mechelle	Lewis	USA	20.09.80	2s2	Eugene	28.06.2008
667	621	10.97	1.3	Carmelita	Jeter	USA	24.11.79	1	Rethymno	20.07.2009
668	621	10.97	0.0	Debbie	Ferguson-McKenzie	BAH	16.01.76	2	Monaco	28.07.2009
669	621	10.97	1.2	LaShauntea	Moore	USA	31.07.83	1	Maringa	30.05.2010
670	621	10.97	0.0	Marshevet	Hooker	USA	25.09.84	3	Zurich	19.08.2010
671	621	10.97	0.3	Kerron	Stewart	JAM	16.04.84	2	Kingston	24.06.2011
672	621	10.97	-0.4	Kelly-Ann	Baptiste	TTO	14.10.86	2	London	06.08.2011
673	621	10.97	-1.4	Veronica	Campbell-Brown	JAM	16.05.82	2	Daegu	29.08.2011
674	621	10.97	-0.1	Tianna	Bartoletta	USA	30.08.85	2	NewYorkCity	09.06.2012
675	621	10.97	0.7	Tianna	Bartoletta	USA	30.08.85	2h4	London	03.08.2012
676	621	10.97	-0.4	Carmelita	Jeter	USA	24.11.79	2	Zurich	30.08.2012
677	621	10.97	-0.1	Kerron	Stewart	JAM	16.04.84	2s3	Moskva	12.08.2013
678	621	10.97	-0.3	English	Gardner	USA	22.04.92	4	Moskva	12.08.2013
679	621	10.97	-0.3	Kerron	Stewart	JAM	16.04.84	5	Moskva	12.08.2013
680	621	10.97	-0.3	Alexandra	Anderson	USA	28.01.87	2	Bruxelles	06.09.2013
681	621	10.97	1.1	Veronica	Campbell-Brown	JAM	16.05.82	1h1	Kingston	27.06.2014
682	621	10.97	0.8	Murielle	Ahoure	CIV	23.08.87	3	Monaco	18.07.2014
683	621	10.97	0.8	Blessing	Okagbare	NGR	10.09.88	4	Monaco	18.07.2014
684	621	10.97	-2.5	Michelle-Lee	Ahye	TTO	10.04.92	1r1	Gainesville	03.04.2015
685	621	10.97	0.2	Elaine	Thompson	JAM	28.06.92	1rA	Kingston	09.05.2015
686	621	10.97	0.2	English	Gardner	USA	22.04.92	3	Saint-Denis	04.07.2015
687	621	10.97	-0.2	Michelle-Lee	Ahye	TTO	10.04.92	3s3	Beijing	24.08.2015
688	621	10.97	0.3	Christania	Williams	JAM	17.10.94	3	Kingston	01.07.2016
689	621	10.97	0.6	Dafne	Schippers	NED	15.06.92	2	Bruxelles	09.09.2016
690	621	10.97	-1.4	Dafne	Schippers	NED	15.06.92	2	London	09.07.2017
691	621	10.97	0.8	Elaine	Thompson	JAM	28.06.92	1h1	Birmingham	20.08.2017
692	621	10.97	-1.2	Marie-Josee	TaLou	CIV	18.11.88	2	Birmingham	20.08.2017
693	693	10.98	0.9	Marlies	Gohr	GDR	21.03.58	1r1	Potsdam	10.05.1980
694	693	10.98	0.6	Merlene	Ottey	JAM	10.05.60	1	Indianapolis	15.06.1985
695	693	10.98	0.1	Marina	Zhirova	RUS	06.06.63	2	Moskva	17.08.1985
696	693	10.98	1.2	Marlies	Gohr	GDR	21.03.58	1s2	Stuttgart	27.08.1986
697	693	10.98	-0.7	Anelia	Nuneva	BUL	30.06.62	1h4	Moskva	07.06.1987
698	693	10.98	0.8	Angela	Bailey	CAN	28.02.62	2	Budapest	06.07.1987
699	693	10.98	-0.6	Merlene	Ottey	JAM	10.05.60	1	Nice	13.07.1987
700	693	10.98	0.7	Gail	Devers	USA	19.11.66	1rA	Berlin	21.08.1987
701	693	10.98	1.6	Natalya	Voronova	RUS	09.07.65	2q2	Seoul	24.09.1988
702	693	10.98	0.0	Merlene	Ottey	JAM	10.05.60	1	Formia	06.07.1990
703	693	10.98	-0.3	Merlene	Ottey	JAM	10.05.60	1	Stockholm	03.07.1991
704	693	10.98	0.2	Irina	Privalova	RUS	12.11.68	2	Oslo	06.07.1991
705	693	10.98	-1.5	Merlene	Ottey	JAM	10.05.60	1	Rieti	06.09.1991
706	693	10.98	-1.1	Irina	Privalova	RUS	12.11.68	1q4	Barcelona	31.07.1992
707	693	10.98	-0.8	Juliet	Cuthbert	JAM	09.04.64	1s2	Barcelona	01.08.1992
708	693	10.98	1.2	Gwen	Torrence	USA	12.06.65	2	Oslo	10.07.1993
709	693	10.98	-0.9	Gwen	Torrence	USA	12.06.65	2r2	Zurich	04.08.1993
710	693	10.98	0.5	Irina	Privalova	RUS	12.11.68	2	SanktPeterburg	24.07.1994
711	693	10.98	0.2	Gwen	Torrence	USA	12.06.65	1s2	Atlanta	15.06.1996
712	693	10.98	1.1	Gail	Devers	USA	19.11.66	2s1	Atlanta	15.06.1996
713	693	10.98	1.3	Inger	Miller	USA	12.06.72	2	Oslo	05.07.1996
714	693	10.98	1.0	Gail	Devers	USA	19.11.66	2	Monaco	10.08.1996
715	693	10.98	0.2	Merlene	Ottey	JAM	10.05.60	1	Koln	16.08.1996
716	693	10.98	0.9	Marion	Jones	USA	12.10.75	1h1	Indianapolis	12.06.1997
717	693	10.98	1.9	Debbie	Ferguson-McKenzie	BAH	16.01.76	2	Nassau	20.06.1998
718	693	10.98	0.0	Christine	Arron	FRA	13.09.73	2r1	Paris	29.07.1998
719	693	10.98	1.1	Debbie	Ferguson-McKenzie	BAH	16.01.76	1s1	Boise	04.06.1999
720	693	10.98	1.4	Zhanna	Block	UKR	06.07.72	2	London	07.08.1999
721	693	10.98	-0.1	Zhanna	Block	UKR	06.07.72	3s2	Sevilla	22.08.1999
722	693	10.98	1.7	Sevatheda	Fynes	BAH	17.10.74	1	Bellinzona	01.09.1999
723	693	10.98	0.6	Myriam	Mani	CMR	21.05.77	2r2	Athinai	11.06.2001
724	693	10.98	0.1	Chryste	Gaines	USA	14.09.70	1	Monaco	20.07.2001
725	693	10.98	0.0	Chandra	Sturrup	BAH	12.09.71	1q1	Saint-Denis	23.08.2003
726	693	10.98	-0.1	Torri	Edwards	USA	31.01.77	2	Bruxelles	05.09.2003
727	693	10.98	1.3	Christine	Arron	FRA	13.09.73	3	Helsinki	08.08.2005
728	693	10.98	0.1	Sherone	Simpson	JAM	12.08.84	1	Saint-Denis	08.07.2006
729	693	10.98	0.7	Allyson	Felix	USA	18.11.85	2q2	Eugene	27.06.2008
730	693	10.98	0.4	Kerron	Stewart	JAM	16.04.84	1q4	Beijing	16.08.2008
731	693	10.98	0.0	Kerron	Stewart	JAM	16.04.84	2=	Beijing	17.08.2008
732	693	10.98	0.0	Sherone	Simpson	JAM	12.08.84	2=	Beijing	17.08.2008
733	693	10.98	0.5	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	2	Bruxelles	04.09.2009
734	693	10.98	1.7	Kelly-Ann	Baptiste	TTO	14.10.86	1	PortofSpain	26.06.2010
735	693	10.98	0.4	Veronica	Campbell-Brown	JAM	16.05.82	2	Monaco	22.07.2010
736	693	10.98	-1.4	Kelly-Ann	Baptiste	TTO	14.10.86	3	Daegu	29.08.2011
737	693	10.98	1.0	Kerron	Stewart	JAM	16.04.84	3	Kingston	05.05.2012
738	693	10.98	0.6	Kelly-Ann	Baptiste	TTO	14.10.86	1rA	PortofSpain	23.06.2012
739	693	10.98	1.7	Jeneba	Tarmoh	USA	27.09.89	4s2	DesMoines	21.06.2013
740	693	10.98	0.1	Murielle	Ahoure	CIV	23.08.87	3h2	London	27.07.2013
741	693	10.98	0.5	Carrie	Russel	JAM	18.10.90	1r2	Zurich	29.08.2013
742	693	10.98	-0.3	Michelle-Lee	Ahye	TTO	10.04.92	1rA	Lausanne	03.07.2014
743	693	10.98	-0.3	Murielle	Ahoure	CIV	23.08.87	2rA	Lausanne	03.07.2014
744	693	10.98	0.2	Kelly-Ann	Baptiste	TTO	14.10.86	1rA	Gainesville	24.04.2015
745	693	10.98	0.9	Blessing	Okagbare	NGR	10.09.88	1	Shanghai	17.05.2015
746	693	10.98	2.0	Candace	Hill	USA	11.02.99	1	Shoreline	20.06.2015
747	693	10.98	1.5	Jeneba	Tarmoh	USA	27.09.89	3s1	Eugene	26.06.2015
748	693	10.98	0.1	Blessing	Okagbare	NGR	10.09.88	2	London	25.07.2015
749	693	10.98	-1.2	Michelle-Lee	Ahye	TTO	10.04.92	1h3	Beijing	23.08.2015
750	693	10.98	-0.2	Murielle	Ahoure	CIV	23.08.87	4s3	Beijing	24.08.2015
751	693	10.98	-0.3	Michelle-Lee	Ahye	TTO	10.04.92	5	Beijing	24.08.2015
752	693	10.98	-1.4	Blessing	Okagbare	NGR	10.09.88	2	Zurich	03.09.2015
753	693	10.98	-0.8	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1	Padova	06.09.2015
754	693	10.98	0.7	Morolake	Akinosun	USA	17.05.94	1h4	Sacramento	22.06.2017
755	693	10.98	0.8	Dafne	Schippers	NED	15.06.92	2s1	London	06.08.2017
756	693	10.98	0.1	Murielle	Ahoure	CIV	23.08.87	4	London	06.08.2017
757	693	10.98	0.1	Elaine	Thompson	JAM	28.06.92	5	London	06.08.2017
758	758	10.99	2.0	Marita	Koch	GDR	18.02.57	2	Dresden	24.05.1980
759	758	10.99	0.0	Evelyn	Ashford	USA	15.04.57	1	Westwood	10.05.1981
760	758	10.99	0.0	Evelyn	Ashford	USA	15.04.57	1r2	ColoradoSprings	22.07.1981
761	758	10.99	1.9	Barbel	Wockel	GDR	21.03.55	1	Jena	29.05.1982
762	758	10.99	1.1	Marita	Koch	GDR	18.02.57	2	Karl-Marx-Stadt	16.06.1983
763	758	10.99	-0.6	Evelyn	Ashford	USA	15.04.57	1s2	Helsinki	08.08.1983
764	758	10.99	0.1	Marlies	Gohr	GDR	21.03.58	1	Berlin	15.07.1984
765	758	10.99	-0.1	Florence	Griffith-Joyner	USA	21.12.59	2	Berlin	17.08.1984
766	758	10.99	1.6	Marlies	Gohr	GDR	21.03.58	1	Neubrandenburg	07.06.1985
767	758	10.99	-0.3	Silke	Moller	GER	20.06.64	3	Leipzig	09.08.1985
768	758	10.99	2.0	Silke	Moller	GER	20.06.64	2	Berlin	22.09.1985
769	758	10.99	1.3	Valerie	Brisco	USA	06.07.60	1	Westwood	17.05.1986
770	758	10.99	1.0	Heike	Drechsler	GER	16.12.64	1h2	Potsdam	05.06.1987
771	758	10.99	-0.5	Merlene	Ottey	JAM	10.05.60	1	Paris	16.07.1987
772	758	10.99	1.8	Silke	Moller	GER	20.06.64	1	Budapest	15.09.1987
773	758	10.99	-1.0	Merlene	Ottey	JAM	10.05.60	1	Monaco	17.09.1987
774	758	10.99	1.1	Florence	Griffith-Joyner	USA	21.12.59	1	SantaMonica	12.07.1988
775	758	10.99	1.3	Sheila	Echols	USA	02.10.64	1s2	Indianapolis	17.07.1988
776	758	10.99	1.0	Heike	Drechsler	GER	16.12.64	2	Potsdam	08.09.1988
777	758	10.99	0.0	Gwen	Torrence	USA	12.06.65	2q4	Seoul	24.09.1988
778	758	10.99	1.6	Marlies	Gohr	GDR	21.03.58	3q2	Seoul	24.09.1988
779	758	10.99	0.5	Evelyn	Ashford	USA	15.04.57	1s1	Seoul	25.09.1988
780	758	10.99	0.1	Dawn	Sowell	USA	27.03.66	1	Lausanne	27.06.1989
781	758	10.99	0.4	Merlene	Ottey	JAM	10.05.60	1	Nice	10.07.1989
782	758	10.99	1.4	Katrin	Krabbe	GER	22.11.69	2	Berlin	17.08.1990
783	758	10.99	0.4	Merlene	Ottey	JAM	10.05.60	1	Padova	16.09.1990
784	758	10.99	0.0	Merlene	Ottey	JAM	10.05.60	1h1	Kingston	28.06.1991
785	758	10.99	-0.1	Gwen	Torrence	USA	12.06.65	2q4	Tokyo	26.08.1991
786	758	10.99	-3.0	Katrin	Krabbe	GER	22.11.69	1	Tokyo	27.08.1991
787	758	10.99	0.4	Zhanna	Block	UKR	06.07.72	2	Linz	04.07.1994
788	758	10.99	-0.2	Gwen	Torrence	USA	12.06.65	1q1	Atlanta	14.06.1996
789	758	10.99	0.0	D'Andre	Hill	USA	19.04.73	1q2	Atlanta	14.06.1996
790	758	10.99	0.6	Gail	Devers	USA	19.11.66	1q3	Atlanta	14.06.1996
791	758	10.99	0.2	Gwen	Torrence	USA	12.06.65	2	Koln	16.08.1996
792	758	10.99	0.8	Gail	Devers	USA	19.11.66	1h3	Indianapolis	12.06.1997
793	758	10.99	0.7	Beverly	McDonald	JAM	15.02.70	1	Ad-Dawhah	07.05.1998
794	758	10.99	1.0	Ekaterini	Thanou	GRE	01.02.75	1	Rethymno	30.05.1998
795	758	10.99	0.7	Christine	Arron	FRA	13.09.73	1	Saint-Denis	04.06.1998
796	758	10.99	0.8	Christine	Arron	FRA	13.09.73	1rA	Geneve	20.06.1998
797	758	10.99	-0.8	Christine	Arron	FRA	13.09.73	1	Villeneuved'Ascq	11.07.1998
798	758	10.99	0.4	Christine	Arron	FRA	13.09.73	1	Nice	16.07.1998
799	758	10.99	0.3	Merlene	Ottey	JAM	10.05.60	1	Hechtel	07.08.1999
800	758	10.99	1.0	Christine	Arron	FRA	13.09.73	2	Roma	30.06.2000
801	758	10.99	1.3	Gail	Devers	USA	19.11.66	1h3	Sacramento	14.07.2000
802	758	10.99	1.2	Mary	Onyali	NGR	03.02.68	1rA	LaChaux-de-Fonds	13.08.2000
803	758	10.99	-1.2	Merlene	Ottey	JAM	10.05.60	1	Thessaloniki	30.08.2000
804	758	10.99	1.0	Ekaterini	Thanou	GRE	01.02.75	1q2	Sydney	22.09.2000
805	758	10.99	0.5	Chandra	Sturrup	BAH	12.09.71	2	Saint-Denis	06.07.2001
806	758	10.99	-1.0	Chandra	Sturrup	BAH	12.09.71	1rA	Zurich	17.08.2001
807	758	10.99	0.1	Zhanna	Block	UKR	06.07.72	3	Bruxelles	24.08.2001
808	758	10.99	1.4	Tayna	Lawrence	JAM	17.09.75	2	Paris	14.09.2002
809	758	10.99	1.3	Chryste	Gaines	USA	14.09.70	1	London	08.08.2003
810	758	10.99	0.9	Zhanna	Block	UKR	06.07.72	2	Saint-Denis	24.08.2003
811	758	10.99	0.3	Yuliya	Nesterenko	BLR	15.06.79	1q4	Athinai	20.08.2004
812	758	10.99	0.4	Christine	Arron	FRA	13.09.73	4	Zurich	19.08.2005
813	758	10.99	1.0	Veronica	Campbell-Brown	JAM	16.05.82	1	Carson	21.05.2006
814	758	10.99	-0.1	Veronica	Campbell-Brown	JAM	16.05.82	1s2	Osaka	27.08.2007
815	758	10.99	1.3	Sherone	Simpson	JAM	12.08.84	2	Eugene	08.06.2008
816	758	10.99	1.3	Kerron	Stewart	JAM	16.04.84	3	Eugene	08.06.2008
817	758	10.99	0.6	Kerron	Stewart	JAM	16.04.84	1h3	Kingston	27.06.2008
818	758	10.99	0.1	Kerron	Stewart	JAM	16.04.84	1rA	Oslo	03.07.2009
819	758	10.99	0.4	Chandra	Sturrup	BAH	12.09.71	3	Roma	10.07.2009
820	758	10.99	0.2	Kerron	Stewart	JAM	16.04.84	1	Saint-Denis	17.07.2009
821	758	10.99	0.1	Veronica	Campbell-Brown	JAM	16.05.82	1q3	Berlin	16.08.2009
822	758	10.99	0.8	LaShauntea	Moore	USA	31.07.83	4	Eugene	03.07.2010
823	758	10.99	-0.6	Carmelita	Jeter	USA	24.11.79	1rA	Lausanne	08.07.2010
824	758	10.99	1.4	Marshevet	Hooker	USA	25.09.84	1	Nottwil	08.08.2010
825	758	10.99	1.1	Marshevet	Hooker	USA	25.09.84	1h2	London	14.08.2010
826	758	10.99	-0.1	Carmelita	Jeter	USA	24.11.79	1rA	Walnut	16.04.2011
827	758	10.99	1.8	Damola	Osayomi	NGR	26.07.86	1rA	SaoPaulo	22.05.2011
828	758	10.99	-1.4	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	4	Daegu	29.08.2011
829	758	10.99	1.4	Blessing	Okagbare	NGR	10.09.88	2h1	London	14.07.2012
830	758	10.99	0.0	Tianna	Bartoletta	USA	30.08.85	2	Monaco	20.07.2012
831	758	10.99	-0.1	Veronica	Campbell-Brown	JAM	16.05.82	4rA	Lausanne	23.08.2012
832	758	10.99	0.1	Kelly-Ann	Baptiste	TTO	14.10.86	4h2	London	27.07.2013
833	758	10.99	-0.3	Carrie	Russel	JAM	18.10.90	3	Bruxelles	06.09.2013
834	758	10.99	-1.2	Veronica	Campbell-Brown	JAM	16.05.82	1rA	Szekesfehervar	07.07.2015
835	758	10.99	0.9	Angela	Tenorio	ECU	27.01.96	2	Toronto	22.07.2015
836	758	10.99	0.1	Dina	Asher-Smith	GBR	04.12.95	1h1	London	25.07.2015
837	758	10.99	-0.3	Dafne	Schippers	NED	15.06.92	1h2	London	25.07.2015
838	758	10.99	1.7	Hannah	Cunliffe	USA	09.01.96	2r1	Norwalk	16.04.2016
839	758	10.99	2.0	Murielle	Ahoure	CIV	23.08.87	1	Durban	23.06.2016
840	758	10.99	2.0	Morolake	Akinosun	USA	17.05.94	1h3	Eugene	02.07.2016
841	758	10.99	-0.7	Michelle-Lee	Ahye	TTO	10.04.92	2	London	23.07.2016
842	758	10.99	0.5	Dafne	Schippers	NED	15.06.92	1	Roma	08.06.2017
843	758	10.99	1.4	Barbara	Pierre	USA	28.04.87	1h1	Sacramento	22.06.2017
844	758	10.99	0.7	Elaine	Thompson	JAM	28.06.92	1s2	Kingston	23.06.2017
845	758	10.99	-1.4	Blessing	Okagbare	NGR	10.09.88	3	London	09.07.2017
846	758	10.99	0.2	Murielle	Ahoure	CIV	23.08.87	2s3	London	06.08.2017
847	847	11	-0.7	Evelyn	Ashford	USA	15.04.57	1	Zurich	15.08.1979
848	847	11	0.0	Marlies	Gohr	GDR	21.03.58	1s1	CiudaddeMexico	08.09.1979
849	847	11	0.0	Marlies	Gohr	GDR	21.03.58	1	CiudaddeMexico	09.09.1979
850	847	11	0.8	Marlies	Gohr	GDR	21.03.58	1	Jena	17.05.1980
851	847	11	-1.1	Evelyn	Ashford	USA	15.04.57	1	Zurich	19.08.1981
852	847	11	1.9	Barbel	Wockel	GDR	21.03.55	2	Karl-Marx-Stadt	09.07.1982
853	847	11	-0.3	Diane	Williams	USA	14.12.60	1h3	Indianapolis	17.06.1983
854	847	11	0.5	Florence	Griffith-Joyner	USA	21.12.59	1	Roma	07.09.1985
855	847	11	-0.5	Heike	Drechsler	GER	16.12.64	2	Roma	30.08.1987
856	847	11	-0.9	Merlene	Ottey	JAM	10.05.60	1	Saint-Denis	07.06.1988
857	847	11	1.3	Gwen	Torrence	USA	12.06.65	2s2	Indianapolis	17.07.1988
858	847	11	1.2	Sheila	Echols	USA	02.10.64	4	Indianapolis	17.07.1988
859	847	11	0.5	Anelia	Nuneva	BUL	30.06.62	2s1	Seoul	25.09.1988
860	847	11	0.3	Gwen	Torrence	USA	12.06.65	1	NewYorkCity	20.07.1991
861	847	11	1.1	Merlene	Ottey	JAM	10.05.60	1	Kingston	02.07.1993
862	847	11	1.4	Irina	Privalova	RUS	12.11.68	2	Villeneuved'Ascq	02.07.1993
863	847	11	-0.9	Gail	Devers	USA	19.11.66	3r2	Zurich	04.08.1993
864	847	11	0.5	Zhanna	Block	UKR	06.07.72	1	Kiev	28.05.1994
865	847	11	0.0	Irina	Privalova	RUS	12.11.68	1	Villeneuved'Ascq	08.07.1994
866	847	11	1.6	Merlene	Ottey	JAM	10.05.60	1	Hengelo	05.06.1995
867	847	11	0.8	Merlene	Ottey	JAM	10.05.60	1	Paris	03.07.1995
868	847	11	-0.2	Merlene	Ottey	JAM	10.05.60	1	Linz	22.08.1995
869	847	11	1.5	Gwen	Torrence	USA	12.06.65	1	Pune	13.09.1995
870	847	11	0.3	Merlene	Ottey	JAM	10.05.60	1	Roma	05.06.1996
